Dist|GV|Vcmb
52.24|4146|4694
75.86|9251|9773
53.46|3418|3426
166.72|10162|10606
105.2|6582|6501
93.76|7334|7435
66.37|3623|4105
108.64|7728|7802
126.47|10656|11219
32.21|2689|3247
13.3|1151|1418
39.26|2946|2873
27.8|2501|3014
124.17|9293|9349
111.17|8200|8626
25.12|1169|1564
51.05|3081|2998
22.18|1245|1639
33.57|1292|1686
52|3312|3875
128.82|7394|7936
149.97|9559|10124
66.68|4494|4788
74.47|4336|4881
21.68|1393|1782
13.37|682|879
64.57|4264|4813
114.29|5427|5872
39.63|2661|3218
30.9|2794|3248
18.11|1231|1320
36.64|3229|3149
87.9|6697|7197
81.66|5279|5492
83.18|4428|4980
77.62|5087|5278
150.66|9596|10066
130.62|9202|9655
120.78|9638|10091
95.5|9520|9971
23.55|1228|1636
128.82|9067|9520
46.13|3016|3471
63.1|5098|5635
97.72|5363|5929
46.77|2512|3058
44.67|2196|2273
69.82|5381|5907
43.25|2244|2703
139.96|9626|10080
101.86|9468|9932
73.45|5471|5895
3.54|167|150
43.25|2578|3123
127.64|9963|10427
138.68|9287|9745
96.38|5485|6051
90.36|6641|6933
27.29|1278|1621
43.25|2893|3446
137.4|9598|10032
136.14|9565|10029
137.4|9591|10055
21.28|1265|1610
179.47|9597|10060
61.09|3656|4214
96.38|6517|6872
154.17|8633|9192
86.7|5200|5738
3.89|161|137
34.99|2971|3525
48.53|4009|4571
32.51|2566|3120
130.62|9822|10276
38.37|2199|2730
48.08|3433|3923
30.76|1315|1652
233.35|16250|16644
53.21|3587|4154
35.32|2565|3120
139.32|8716|8927
279.25|14747|15135
3.88|179|134
20.32|1037|1535
124.74|9715|10279
82.41|6196|6568
160.69|9857|10312
38.55|2752|3297
100|6236|6600
70.15|3954|4519
34.83|1778|1787
124.74|9768|10225
80.17|3387|3951
15.92|728|1275
126.47|9710|10169
62.23|3552|4118
63.39|3315|3880
68.55|3172|3737
75.51|3267|3830
31.77|2411|2968
33.27|1504|1794
3.31|107|106
73.79|3304|3869
33.42|1277|1740
41.5|2958|3523
14.79|1231|1626
75.16|3011|3576
102.33|7570|7772
88.72|5829|6360
51.52|3075|3639
52.48|3603|4168
125.89|9530|10094
53.21|2078|2643
61.66|3713|4278
60.81|3960|4525
64.86|4855|5400
28.31|1564|1835
59.7|3308|3873
46.34|3334|3899
60.81|2753|3318
44.87|3960|4526
63.39|2559|3124
56.75|3079|3644
67.3|4572|5137
37.5|3437|4002
71.78|2935|3500
51.29|3868|4434
51.29|4525|5090
39.08|3615|4180
50.35|2523|3088
80.91|5882|6445
54.45|4609|5174
41.69|2630|3191
48.08|3308|3873
150.66|9534|10005
46.56|2781|3235
35.32|2535|3075
46.13|4584|5149
49.89|3535|4100
52|3800|4365
131.22|7054|7327
102.33|6845|6854
128.82|9579|10049
76.56|3131|3696
32.51|4159|4724
66.99|4140|4705
59.98|3360|3926
42.46|2775|3340
66.07|3143|3705
68.55|4159|4723
100.93|6277|6810
56.49|5008|5573
27.42|1797|2105
119.12|10231|10741
165.2|8976|9231
52.48|3733|4297
36.14|2111|1980
63.68|4164|4728
110.66|8111|8638
20.51|4192|4756
39.08|3240|3805
101.39|8215|8706
38.9|2300|2853
80.17|5391|5914
13|749|981
47.86|3537|4099
53.21|2860|3426
56.23|3657|4220
10.42|560|1070
23.99|3765|4331
23.66|888|1063
32.66|3627|4193
35.81|2348|2529
30.2|1565|1740
63.97|3929|4482
140.6|6560|6996
87.9|6251|6628
49.66|3543|4107
36.81|3167|3730
32.06|2553|3105
26.18|4294|4858
81.66|5714|6187
45.08|3744|4309
74.13|6410|6934
71.12|4253|4817
46.34|4523|5088
98.17|6129|6617
128.23|6502|6937
45.29|3489|4053
35.97|2955|3506
23.66|1195|1642
145.21|9676|10131
36.64|2267|2829
13|830|1395
142.56|10429|10994
75.16|4303|4868
6.92|437|988
9.82|524|895
65.77|3245|3809
124.74|6475|6935
56.23|3514|4079
36.31|2702|3250
10.47|666|1125
75.51|6013|6498
42.85|2703|3262
27.16|1731|2282
92.47|6196|6557
43.25|2036|1929
93.33|6456|6916
151.36|9946|10416
17.62|844|1352
20.8|1112|1139
10.52|783|1241
26.18|1195|1619
10.62|584|1028
6.92|482|1028
35.32|2605|3067
11.21|803|1256
8.43|1561|1903
94.19|5391|5840
10.06|458|911
20.8|1201|1654
79.8|5417|5943
165.2|10001|10462
91.2|5955|6515
65.77|3496|3498
11.27|742|1189
100|7123|7402
26.67|1138|1485
25.7|1377|1724
48.53|2977|3421
15.78|612|920
25.35|1852|2414
120.23|7903|8374
80.54|4528|5081
23.66|908|1403
80.91|5409|5926
30.9|1562|1868
110.66|6273|6739
25.12|1212|1596
48.53|2637|3161
49.66|3052|3610
3.95|238|202
152.76|9283|9748
25.35|1048|1469
51.05|2293|2833
104.71|6291|6645
38.55|1984|2069
94.62|7465|8012
26.92|1398|1321
172.98|12481|12672
45.29|3997|4555
28.18|1287|1639
95.06|5618|6141
33.42|1018|1440
133.66|9375|9833
16.67|2080|2167
162.18|9326|9787
51.76|3527|4090
97.27|5250|5295
20.51|1075|1495
147.23|9867|10307
67.3|3735|4298
52|4364|4633
41.69|1948|2508
57.02|3112|3670
104.23|6515|7046
164.44|11401|11907
152.05|6369|6743
189.67|12113|12620
136.14|11818|12324
136.77|10182|10629
93.33|8667|9217
134.9|11537|12045
173.78|11586|12092
91.62|6705|6894
102.33|6174|6626
114.29|7494|8038
11.86|608|1050
31.19|861|1285
134.28|9197|9661
33.73|2273|2317
147.23|10605|11071
17.14|1067|1597
20.14|1158|1687
18.37|994|1490
40.74|3074|3153
90.78|6227|6602
47.21|2861|3286
130.62|10306|10769
87.9|6605|6796
133.66|10572|11037
23.99|1049|1465
44.06|3414|3975
12.3|900|1461
124.74|7886|8444
16.67|670|1006
11.02|609|943
14.19|659|1170
57.54|3336|3895
103.28|7034|7576
100.93|8894|9221
164.44|9269|9724
37.33|2649|3194
25.23|1135|1535
11.69|784|994
30.76|2262|2402
19.23|1302|1780
39.63|2897|3443
131.22|10054|10392
204.17|13473|13916
107.15|6807|7346
217.77|11094|11538
187.93|11970|12432
25|1288|1845
172.19|9656|9992
152.76|9597|9984
131.83|9510|9897
116.41|9392|9779
136.77|8775|9242
21.09|1485|1942
101.86|6163|6639
46.34|2832|3376
27.29|1445|1632
108.64|8935|9423
233.35|17387|17488
95.5|5671|6158
68.55|8707|9263
36.31|3148|3598
56.23|3742|4295
21.78|2219|2763
25.82|1281|1839
37.67|2539|3086
41.88|2916|3034
141.25|9679|10234
10|773|869
92.04|8566|9117
170.61|10229|10671
99.54|7914|8471
78.7|6281|6656
20.42|1165|1722
0.24|27|410
68.87|4936|5461
128.23|6908|7397
47.64|3151|3598
22.18|1219|1635
29.79|2225|2436
8.95|537|980
204.17|13868|14326
39.99|3159|3714
23.01|2063|2110
19.86|763|1173
41.88|2799|3348
94.19|5780|6233
148.59|8118|8469
20.04|601|1011
22.49|856|1266
22.59|1138|1547
47.64|4103|4609
23.99|2393|2940
166.72|9678|10058
94.19|6971|7525
134.9|9109|9654
39.99|2932|3067
45.71|2871|3405
6.73|515|1065
35.32|2365|2553
21.98|1819|1884
97.72|7502|7860
30.06|2106|2178
154.17|8378|8933
136.77|8908|9462
12.19|715|1155
87.5|6159|6549
161.44|10005|10451
99.08|7247|7756
108.14|7556|7828
22.91|1416|1822
22.7|1434|1417
9.04|637|1076
10.33|756|1192
76.56|6076|6552
36.31|2030|2104
32.36|1469|1815
30.76|2162|2473
88.72|6229|6614
125.31|10722|11008
26.92|1190|1680
27.04|1654|2145
143.88|10461|10747
133.05|10564|10849
87.9|6999|7491
139.32|10584|10870
53.95|4182|4576
46.56|3188|3401
21.48|1435|1394
46.99|2028|2309
185.35|10120|10406
90.78|2663|3201
68.23|4091|4531
24.32|2001|2258
92.9|3544|4085
73.45|4979|5501
26.67|1121|1133
38.37|1424|1841
21.18|851|989
146.55|10335|10624
24.89|1213|1621
112.2|5493|6001
70.47|4867|5407
124.17|7640|8000
152.05|9935|10278
27.93|1700|1661
50.35|4997|5333
18.45|963|1411
44.06|5208|5750
27.42|1702|2236
19.05|1736|2288
21.48|1931|2004
160.69|10218|10493
79.07|3577|3595
83.18|5266|5666
71.45|5350|5856
19.59|799|1003
111.69|6199|6664
112.2|10288|10564
159.22|12207|12639
50.82|3113|3558
110.15|6953|7503
36.81|1791|1872
4.54|65|-65
35.97|2802|3341
46.99|2698|3050
86.7|6209|6666
36.98|1617|2073
104.71|6208|6666
86.7|6207|6592
65.16|3821|4230
101.86|6122|6580
45.29|2512|2589
38.37|2759|3121
121.34|8712|9258
19.14|918|1373
87.1|6036|6491
90.78|6301|6584
40.36|2866|3234
19.32|1526|2073
41.3|1947|2487
83.56|4644|5170
133.66|5680|6173
103.75|5708|6203
85.11|3755|3780
28.97|2062|1972
117.49|10151|10303
92.04|6071|6459
83.18|5258|5730
72.44|6252|6783
16.67|1378|1396
13.37|912|1082
80.91|6259|6554
4.23|306|456
83.56|7101|7465
33.57|3421|3452
158.49|9069|9518
65.77|3488|4029
117.49|9668|9819
99.54|6445|6706
125.31|9596|9747
67.61|4865|5384
43.85|3008|3543
78.34|5369|5781
102.33|5047|5461
147.91|9865|10375
68.23|5779|6274
145.21|9563|9915
87.5|4859|5358
5.3|300|400
94.19|6152|6653
42.27|2826|2773
3.23|270|455
33.57|1306|1371
55.21|3000|3513
158.49|11279|11428
31.62|1577|1839
15.35|980|1471
167.49|9702|9852
83.56|4859|5393
128.82|6931|7476
21.58|1365|1467
164.44|10248|10685
102.33|6151|6538
70.47|3885|4299
208.93|10169|10527
102.8|8668|9151
55.21|3962|4378
128.23|7677|8062
88.72|6813|7182
226.99|14815|15265
20.89|970|1378
38.37|2359|2443
6|437|966
102.8|6369|6910
123.03|8610|9151
24.32|1630|1901
123.03|7804|8349
85.51|4961|5495
86.7|3923|4466
53.21|3304|3684
92.47|6105|6604
112.2|7657|8039
32.06|1849|2131
85.51|6434|6975
80.17|5289|5784
87.9|7898|8443
87.1|6719|7106
157.76|7711|8093
24.21|1236|1299
80.91|3574|3615
107.65|9575|10088
136.14|10182|10619
25.12|1305|1365
91.2|6479|6861
26.06|1547|1816
21.98|1466|1549
49.66|2960|3472
16.37|907|1343
117.49|6920|7463
63.97|3135|3296
23.33|1475|1733
36.48|1550|2064
49.2|3526|4065
82.79|7751|8134
18.2|1041|1165
95.06|5916|6298
67.3|6566|7085
89.54|6441|6890
72.11|6275|6657
88.31|6776|7131
80.17|4619|5149
85.11|6009|6448
70.79|6475|6880
95.94|5969|6411
67.61|5886|6334
100.93|6261|6643
61.09|5824|6263
92.47|6285|6668
104.71|6180|6562
45.29|2554|2599
116.41|6323|6704
139.96|8410|8950
112.72|5991|6429
53.46|6102|6540
110.66|8402|8898
90.36|5423|5808
91.2|6414|6797
90.36|5033|5414
86.7|5803|6258
91.2|6419|6802
63.39|4389|4839
64.27|7769|8141
23.44|1560|2082
16.07|1803|2101
96.38|6173|6620
19.14|1238|1321
38.37|1645|2185
76.21|5361|5742
81.66|5882|6358
71.45|7017|7393
11.8|816|951
15.78|942|1102
111.69|6895|7273
66.07|6366|6718
23.33|1745|2284
30.9|3081|3496
76.91|4343|4873
85.9|5806|6187
110.66|6114|6494
59.98|7186|7564
9.86|987|1125
101.86|6272|6576
54.2|2500|2591
45.92|3087|3509
101.86|6773|7144
118.58|7035|7567
127.06|7981|8514
68.55|4309|4733
36.64|1600|2094
37.15|1775|2103
28.31|1378|1915
57.81|3572|3907
110.66|6065|6555
20.8|875|1101
31.77|1829|2159
115.35|8199|8730
25.82|1320|1439
10.19|690|1099
77.27|5893|6347
92.9|7879|8375
127.06|6371|6634
80.17|6036|6491
16.9|1032|1151
19.5|855|1028
76.21|7634|8003
10.33|939|1350
2.63|264|497
74.47|6376|6745
148.59|8028|8397
22.91|1354|1890
12.42|937|1176
16.9|1035|1182
56.23|7175|7527
127.06|5918|6303
52.97|6593|6961
47.64|3673|4070
19.23|1829|2365
104.71|6210|6627
63.97|4908|5254
12.42|929|1176
50.82|3244|3275
37.5|2744|3270
56.23|2656|3083
86.3|7398|7749
83.95|6152|6522
20.8|1512|2047
92.9|6394|6824
85.51|6420|6772
19.14|860|1013
76.56|5606|6108
19.23|1123|1236
27.93|1444|1978
34.51|3201|3478
15.85|1508|2040
22.08|1479|2012
18.88|1014|1496
84.72|6526|7041
36.31|1693|2216
5.45|440|968
157.04|11229|11725
82.04|6725|7114
20.51|932|1022
174.58|10122|10461
88.72|6311|6733
92.47|6293|6680
20.42|931|1015
27.93|1426|1955
36.81|2399|2850
20.04|1545|2075
94.19|6283|6687
136.77|10051|10087
40.36|1742|2272
21.58|1196|1282
88.31|6213|6435
18.97|978|1106
16.75|997|1144
34.67|2789|3309
16.67|1144|1247
100.46|6328|6745
128.82|8148|8670
56.23|4314|4649
83.56|5377|5861
26.79|1126|1227
10.05|780|861
14.19|1130|1211
40.93|3502|4018
15.92|1615|2146
66.37|4097|4528
18.79|926|1160
21.38|876|1060
19.05|959|1115
13|753|1049
32.81|3233|3469
14.66|1042|1164
75.16|5174|5668
89.54|6192|6720
16.67|824|948
29.92|1336|1817
173.78|17012|17443
94.19|6172|6608
21.48|1449|1974
269.15|12774|13180
20.99|1607|2136
43.45|2502|2455
22.08|1462|1987
20.61|1458|1983
44.67|3072|3369
73.79|5600|6091
33.73|1867|2333
11.27|2005|2532
26.18|1598|2118
92.47|6180|6633
11.02|752|928
48.08|3563|3863
26.55|1489|2013
41.11|1735|2263
39.08|2006|2394
4.39|287|392
14.72|766|1047
90.36|6282|6647
44.87|2336|2758
187.07|9639|10040
84.33|6816|7247
25.82|1571|1567
125.89|6711|7131
10.19|1563|2089
102.33|5952|6434
132.43|9940|10362
20.8|814|938
100|7346|7870
14.45|817|939
19.41|1653|2179
32.51|2064|2588
30.34|2169|2046
11.69|816|1002
12.36|631|780
20.32|1141|1272
8.32|826|1014
20.8|916|1018
60.53|4262|4641
26.67|1682|2206
61.38|4328|4835
39.45|2658|3174
9.55|826|1012
120.78|7132|7505
74.82|6284|6690
27.67|1532|2055
90.36|5598|6117
23.99|1510|1498
23.88|2026|2547
32.81|1970|1853
21.18|1035|1535
10.67|976|1172
16.98|1612|2011
27.29|1957|2478
16|919|1099
26.55|1246|1343
15.85|1005|1194
185.35|8575|8984
44.26|2720|2734
4.85|359|599
6.81|322|478
116.41|8681|9089
21.78|1946|2467
44.46|1975|2495
19.05|408|828
13.06|237|523
82.41|6751|7153
50.12|2161|2585
17.95|836|956
14.86|1124|1520
15.14|202|601
32.36|2006|2467
42.46|2938|3446
51.76|3950|4357
43.85|2548|2879
131.83|7046|7434
2.95|184|424
126.47|9388|9455
32.21|2208|2609
12.53|1114|1408
199.53|10255|10680
34.04|2140|2547
127.06|6939|7345
107.65|7859|8375
73.11|6400|6652
13.43|301|714
16.22|1156|1616
97.72|7281|7603
103.75|8033|8435
16.44|978|1155
97.27|6309|6808
34.99|2013|2404
2.83|175|410
25.23|2047|2445
3.28|410|918
64.27|5234|5718
38.37|2408|2807
105.2|7821|8211
5.45|188|166
24.66|557|958
27.04|1972|2410
17.46|1557|1555
2.97|305|542
120.23|5758|6160
39.99|2255|2649
15.28|1093|1355
93.33|6288|6804
16.29|934|1325
94.19|7323|7840
18.71|642|1041
27.16|2980|3486
16.9|524|942
33.57|2748|3258
16.52|-145|248
2.93|313|550
3.23|235|334
42.07|1910|2322
14.13|788|925
87.9|6498|6994
20.14|1093|1239
46.34|3153|3669
20.32|992|1131
164.44|10681|11065
20.14|169|565
121.9|7320|7466
22.7|1783|2277
4.19|252|353
51.29|2510|2938
18.11|-40|356
86.7|6992|7383
25.35|765|919
4.41|135|81
36.31|2883|2883
35.48|2193|2619
33.42|2067|2467
20.14|809|1193
12.82|858|1234
100.93|6870|7247
17.7|1363|1766
33.88|2152|2583
4.62|274|496
5.45|571|729
22.18|380|717
119.12|6643|7017
100|7488|8001
101.39|7217|7625
51.29|3636|4064
15.14|650|1080
83.95|5679|6171
19.5|1062|1359
132.43|8145|8654
78.34|5589|6053
67.3|6929|7247
28.31|1913|2342
266.69|11571|11974
2.36|228|536
13.87|2347|2734
30.06|1886|2325
7.31|520|662
32.66|2390|2808
7.28|335|479
48.08|3730|3854
87.9|6654|6991
32.36|2135|2568
16.6|1311|1695
25.82|2108|2557
16.29|921|1317
31.33|2282|2718
23.88|2282|2716
56.49|3751|4257
31.48|2286|2720
15.35|625|912
70.15|3842|4355
66.99|4305|4352
26.3|1854|1746
40.74|4877|5317
15.78|987|1273
25.35|2640|3074
29.38|1492|1944
211.84|9455|9864
123.59|7990|8497
86.7|5312|5794
17.06|1374|1741
120.78|5833|6238
46.56|2446|2887
7.28|521|674
95.5|6700|7210
16.52|281|682
77.62|3835|4346
36.98|2742|3246
20.42|980|1394
125.31|7451|7851
22.8|419|843
15.63|929|1311
58.61|4757|5229
11.38|93|470
13.49|1381|1779
23.55|1023|1442
29.38|1179|1591
21.88|1126|1544
13.93|1522|1897
144.54|11583|12092
26.18|1579|2011
19.05|1498|1898
23.33|567|854
51.29|2553|3054
14.06|863|1004
16.22|1209|1637
121.34|7453|7895
18.37|1342|1764
35.16|1902|2369
78.7|9235|9730
20.32|1200|1569
57.02|4223|4349
18.37|2017|2418
16.75|1058|1473
111.69|7511|7964
22.8|1142|1562
27.16|1802|1692
20.23|2602|3105
15.63|652|1010
16.75|850|1246
16.9|940|1330
20.7|2619|2694
17.7|1307|1686
14.86|1001|1375
23.77|1450|1433
15.21|894|1299
15.85|678|1036
21.18|-199|193
9.42|777|928
38.73|2739|3235
136.77|6821|7232
16.9|479|869
25.94|912|1332
57.02|5292|5725
18.11|2454|2844
4.76|335|584
107.15|7486|7897
19.95|1117|1534
16.75|954|1359
72.11|8219|8702
37.5|1336|1773
16|181|569
23.99|3375|3870
17.06|-339|48
5.7|352|479
16.9|1009|1422
17.86|723|989
15.07|36|426
17.14|834|1246
14.93|765|1171
229.09|14008|14413
13.37|1038|1434
52|3869|4369
13.49|-267|107
15.07|1599|2039
4.97|248|468
92.47|6174|6542
18.97|2293|2663
19.32|2788|2772
110.66|7970|8469
28.58|860|1259
16|1367|1789
43.85|2849|3327
72.78|6318|6740
21.48|996|1408
26.79|2742|3236
44.06|2860|3338
16.52|746|1132
2.6|250|418
79.07|5975|6480
101.39|7303|7808
15.85|554|966
9.95|581|907
15.35|464|867
16.07|1751|2151
4.27|260|423
16.52|602|994
23.55|663|947
29.24|1047|1456
31.92|3211|3705
15.7|1652|2038
4.72|320|538
15.35|1912|2273
82.04|6606|7109
138.68|9651|10154
4.74|335|565
25.94|792|1198
11.91|1631|2004
6.85|623|947
9.2|563|719
73.11|4152|4582
16.98|620|1004
15.85|1133|1512
19.77|1871|2255
100.46|7030|7187
15.63|1193|1604
16.83|387|775
142.56|8310|8785
12.02|457|875
30.9|680|1093
15.78|837|1215
13.87|2267|2679
16.07|906|1317
96.38|7389|7681
15|2205|2586
14.06|1536|1914
145.21|7252|7649
17.54|1901|2288
19.77|1304|1685
18.03|1772|2168
16.44|1332|1719
18.03|794|1175
58.08|4131|4562
43.45|2336|2765
59.16|5980|6356
16.14|1490|1876
16.6|815|1219
16.52|1223|1609
12.88|898|1259
18.2|699|1086
95.5|6823|7266
16.75|1281|1657
34.51|3233|3273
63.1|4569|4846
16.9|1301|1602
14.72|1644|2072
14|1467|1826
14.52|2050|2419
213.8|8526|9001
19.68|2230|2604
16.67|944|1332
33.73|1585|1944
15.28|1237|1633
16.67|875|1346
140.6|9636|10135
88.31|7442|7830
15.85|1443|1834
100|6254|6450
15.92|383|750
17.46|1644|2077
13.3|-218|156
8.58|1027|1471
83.56|4896|5326
5.11|344|602
46.99|2506|2843
15.92|912|1273
16.07|1012|1412
18.03|184|576
70.79|3382|3881
31.48|1157|1560
18.11|702|1092
14.45|2259|2660
162.93|10381|10853
114.29|7487|7978
106.17|7526|7995
87.9|6070|6444
16.22|1562|1939
11.97|1184|1450
57.81|4707|5188
143.22|9641|10115
13.93|2299|2665
15|515|923
15.92|828|1054
15.21|1310|1698
16.83|1450|1830
13.61|1648|2079
16.6|2007|2392
15.07|66|445
136.14|6854|7140
16.14|1890|2295
14.66|1716|2149
13.93|374|774
35.16|2861|2851
115.88|8062|8331
101.86|6775|7217
77.62|4578|4848
17.14|441|810
14|945|1400
13.43|355|737
27.93|1299|1201
11.02|1346|1642
18.11|1064|1492
15.42|227|608
15.42|1145|1527
15.85|269|649
139.96|9125|9494
7.31|816|1097
18.88|1989|2383
13.5|1221|1515
27.29|568|757
15.7|1353|1744
16.14|1074|1460
130.02|8348|8839
8.51|1069|1444
16.98|1673|2080
16.37|1670|2048
14.72|292|661
23.55|1348|1844
6.29|495|693
108.14|7670|7948
22.39|2154|2052
17.78|2210|2604
71.12|5257|5677
14.26|1005|1404
37.5|2769|3259
16.67|1459|1840
17.14|961|1376
17.46|1212|1602
99.08|7292|7564
35.65|2932|3412
21.09|1717|2119
70.79|5108|5539
147.91|7222|7610
29.79|3723|4202
3.77|329|571
76.56|5535|5941
14.59|1203|1566
111.17|6602|6888
134.9|6664|6942
11.69|974|1412
15.07|2004|2404
79.8|7048|7332
80.91|6166|6642
34.67|3480|3960
12.76|589|949
11.27|966|1439
5.55|264|269
40.36|2830|3308
16.14|1912|2301
16.75|1510|1883
99.54|6226|6693
16.14|1666|2021
8.15|768|1190
44.46|4076|4555
62.81|5508|5994
37.84|2426|2880
44.26|3044|3522
32.81|2402|2881
131.83|9346|9611
48.75|2623|2611
15.92|572|954
12.47|2217|2594
79.07|7740|8016
15.35|503|883
57.81|4216|4689
95.94|6072|6438
16.37|1724|2125
132.43|10194|10669
15.56|862|1237
94.62|6954|7177
15.7|971|1360
21.38|1092|1462
9.29|566|806
15.35|385|762
134.28|10802|11284
7.35|627|867
15.92|153|530
34.99|2521|2999
17.14|1721|2119
100.93|7170|7660
4.57|398|593
43.05|4415|4893
84.72|5302|5764
14.39|1631|2064
62.52|4936|5363
102.8|5916|6194
17.14|1109|1487
112.2|7513|7896
15.07|842|1262
22.08|942|1309
39.45|3110|3547
16.75|1555|1936
131.22|7023|7460
104.23|7528|7803
40.55|2550|2984
175.39|9375|9637
27.8|2117|2592
16.29|1360|1736
17.38|1055|1431
29.11|765|1114
130.62|8640|9020
93.76|7572|7852
95.5|8035|8519
14.52|995|1362
95.5|5809|6275
4.83|669|911
28.71|2421|2896
43.85|3119|3602
16.44|874|1242
149.28|9057|9439
70.15|7031|7235
16.67|1042|1418
72.78|4865|4913
29.24|2274|2737
5.45|437|921
47.64|3390|3873
80.91|4680|5149
16.83|1425|1856
62.81|2330|2805
16.98|1791|2153
68.87|4881|4940
16.83|1524|1954
21.28|920|1283
65.16|6818|7094
141.91|9667|9885
79.43|5130|5616
5.47|410|894
42.27|2429|2404
60.53|3063|3536
100.46|6395|6784
33.27|4352|4826
30.06|2304|2768
3.01|370|576
29.92|1821|1740
92.04|6762|7040
13.93|1488|1925
15.7|1134|1502
53.46|2643|3115
105.68|7385|7869
58.61|4459|4934
124.17|7320|7804
41.5|3388|3860
16|1556|1915
104.71|6946|7376
43.25|3158|3639
95.94|7993|8266
48.98|3042|3526
31.19|3133|3616
88.31|6193|6672
36.64|2450|2921
50.35|3507|3979
27.29|950|1336
50.58|2814|3285
12.42|87|533
265.46|12091|12464
82.41|6892|7170
93.76|8227|8389
35.48|2785|3256
204.17|13242|13618
66.07|3724|4181
6.14|1287|1748
47.21|2947|3418
109.14|6409|6877
49.2|4190|4633
207.01|13495|13873
31.48|4080|4550
34.36|4628|5098
103.28|8098|8343
49.43|4555|5011
31.48|1767|2238
59.98|4379|4662
30.48|3441|3911
72.78|4883|5129
57.28|3998|4458
91.62|6885|7159
121.34|9193|9673
19.77|1078|1490
44.26|1998|2468
48.08|3554|4024
15.63|582|982
111.69|7381|7751
41.3|3105|3586
37.15|4485|4954
36.64|4794|5263
43.65|2768|3238
50.35|3990|4459
43.05|2195|2665
21.68|2109|2572
12.59|1207|1489
75.16|4899|4976
46.77|3006|3487
30.76|2270|2728
59.7|4639|5081
42.07|5068|5537
21.09|1187|1603
99.08|7534|8010
39.63|2171|2640
4.59|370|536
33.27|4265|4734
105.2|8930|9044
62.81|2280|2748
12.88|1385|1829
85.11|7601|7866
13.49|878|1248
73.45|4764|5022
41.11|1895|1808
101.39|6536|6888
40.18|3075|3554
41.69|3406|3886
44.87|3264|3733
43.25|3041|3521
82.04|6209|6449
45.08|2874|3346
29.51|3151|3619
42.85|2467|2936
15.63|1153|1609
38.02|4517|4985
33.73|1734|2097
52.24|3491|3959
50.12|1923|2391
124.74|7114|7491
53.46|3307|3786
27.16|2791|3258
15.92|1269|1635
66.37|4424|4891
24.1|1152|1576
43.25|4247|4715
113.76|7891|8161
36.48|2441|2893
65.16|4037|4508
58.61|4667|5134
206.06|14534|15001
13|1211|1551
44.67|3660|4129
133.66|7078|7337
61.09|4413|4618
20.23|1048|1462
36.14|4129|4596
30.76|2831|3308
317.69|22891|23368
110.15|7953|8207
32.36|2876|3345
113.24|7062|7334
95.5|6335|6584
218.78|13854|14319
13.49|1143|1595
82.79|4626|5093
31.19|2500|2753
29.38|901|1219
5.97|480|956
232.27|13135|13602
35.32|4017|4482
88.72|9038|9511
14.45|1240|1655
42.85|2621|2643
86.7|6991|7253
54.7|3019|3494
4.83|401|717
138.04|7114|7378
18.45|690|1087
11.59|909|1363
101.39|6947|7207
105.2|6944|7204
138.04|6470|6739
72.78|7537|7799
96.83|6291|6549
134.28|9705|10162
107.65|7118|7378
113.24|7622|7885
5.24|401|700
230.14|13800|14161
122.46|6421|6783
11.91|954|1397
125.89|6649|6944
85.51|6220|6673
43.25|2754|3174
59.98|3614|4073
112.72|7491|7751
104.23|7332|7592
70.15|4703|5176
92.47|7714|8186
89.95|6782|7034
107.15|6086|6345
84.33|6280|6532
35.81|3084|3557
125.89|9551|10022
97.72|7367|7621
18.03|1020|1426
26.67|1971|2422
63.68|7636|7886
160.69|8018|8245
28.84|2008|2348
88.31|6038|6294
75.86|6400|6745
96.83|7177|7432
2.18|182|524
165.96|8215|8676
129.42|8387|8644
109.65|7101|7468
85.11|5709|5965
119.12|5701|5956
97.27|8319|8573
107.15|7995|8249
103.75|7709|7963
171.4|13110|13571
93.76|6993|7247
100.46|6634|6890
101.39|7129|7385
97.27|6352|6608
98.63|6849|7103
87.1|6862|7118
92.47|4837|5091
72.11|6467|6722
112.72|5102|5356
94.62|6875|7129
39.08|3184|3654
104.71|6695|6949
111.17|6073|6329
123.59|7701|7955
101.86|6145|6399
31.05|1954|2295
73.11|7839|8095
72.44|6328|6782
92.47|4725|4979
88.31|5806|6060
96.83|7225|7479
92.04|7183|7437
106.66|8070|8324
110.66|6915|7169
96.38|6708|6962
99.54|6693|6947
55.21|2651|3121
119.67|9466|9720
28.05|1820|1714
91.62|7593|7845
96.83|8194|8447
94.62|6769|7021
94.62|6365|6619
81.66|7255|7508
97.72|7296|7548
104.71|6461|6715
107.65|6792|7044
100.46|7523|7775
172.19|11117|11375
96.83|5843|6095
60.81|4653|4906
82.04|8472|8724
92.47|8212|8464
124.17|7046|7299
98.63|7308|7554
92.9|7544|7797
95.94|7112|7364
102.8|8483|8735
76.56|6632|6884
93.76|6982|7234
105.2|8606|8859
87.1|8759|9011
114.82|5000|5252
114.82|6998|7464
155.6|10903|11068
17.78|1092|1500
97.27|7663|7913
55.98|4579|5045
58.61|4947|5416
126.47|5960|6213
82.41|7315|7568
94.62|5467|5719
58.34|4461|4929
115.88|7403|7647
128.23|8138|8499
113.76|7111|7355
122.46|7574|7826
45.5|2896|3363
52.72|3714|4150
100.46|7905|8159
43.65|3470|3902
152.05|7757|8008
20.32|783|797
