Dist|GV|Vcmb
111.17|9506|9361
172.98|10348|10203
104.71|9687|9537
131.83|9857|9712
147.23|9154|9009
171.4|8698|8553
104.23|9264|9113
124.74|9466|9321
104.71|9858|9707
162.18|8126|7980
143.88|8397|8252
191.43|8379|8234
116.41|10327|10182
160.69|10722|10577
154.17|9407|9261
124.17|10934|10787
104.23|9265|9115
139.96|9525|9378
141.25|8552|8405
90.78|8811|8665
105.2|10506|10355
174.58|10136|10124
103.75|8389|8238
45.71|3127|3043
62.81|5247|5199
94.62|8968|8817
161.44|9858|9766
104.23|9415|9263
104.23|9134|8980
104.23|9286|9134
267.92|17834|17725
116.95|9466|9331
104.23|9142|8990
123.03|9281|9133
132.43|10249|10182
104.71|9673|9519
123.03|9319|9168
122.46|8831|8680
141.25|9066|8917
138.04|9040|8891
33.11|2658|2574
84.72|4616|4828
67.61|7902|7843
81.66|5830|5629
89.54|7324|7246
66.37|5247|5356
43.85|4091|4193
188.8|14388|14207
35.65|2502|2417
244.34|17756|17648
43.85|4801|4908
172.19|16918|16863
188.8|14558|14375
187.07|13307|13124
31.62|1114|994
123.03|9695|9542
172.19|9931|9786
173.78|12397|12171
77.27|4484|4391
145.21|9182|9021
131.83|7829|7609
136.14|9194|9037
63.1|4650|4854
102.8|7603|7515
64.57|6311|6121
133.66|9578|9528
21.18|1637|1637
103.75|6497|6701
260.62|12548|12415
82.41|7054|6986
134.28|9422|9273
21.58|1626|1618
152.76|10504|10401
16.44|1025|862
23.77|1331|1101
23.66|1478|1249
90.36|6113|5893
120.78|9528|9377
105.2|8350|8572
90.78|6615|6703
110.15|9476|9313
176.2|9463|9301
73.45|5452|5235
101.86|9214|9035
50.58|6636|6678
165.96|10401|10262
141.91|9214|9083
57.28|4583|4783
114.29|9025|8840
71.78|5015|5218
23.33|1124|933
155.6|11296|11157
145.21|11654|11418
145.21|11379|11143
12.36|1373|1544
145.88|11993|11757
145.21|11567|11331
77.98|4444|4207
115.88|10475|10320
141.91|12203|12106
147.23|9638|9456
17.7|1099|915
151.36|10828|10687
79.43|5714|5917
74.82|5548|5325
157.04|9687|9506
118.03|10491|10329
292.42|18565|18392
153.9|10340|10177
44.26|2227|2034
117.49|9889|9726
118.03|10542|10377
118.58|10702|10537
83.95|5444|5213
82.41|4784|4982
118.58|10744|10578
154.88|17095|16925
118.03|10232|10062
247.74|19519|19279
118.58|10913|10739
118.58|10954|10780
62.81|4802|5031
55.72|3620|3382
136.77|9640|9643
167.49|10041|9823
41.3|1275|1032
138.04|9485|9320
117.49|8519|8300
27.8|1389|1553
130.02|9682|9492
154.17|9866|9675
97.27|8534|8314
111.17|9329|9132
77.98|5050|5245
61.66|8480|8270
99.08|6826|6709
31.77|2677|2552
99.54|7185|6952
75.16|9338|9139
76.56|7808|7597
80.91|6794|6614
30.9|2785|2988
73.79|4802|4955
33.57|1533|1283
123.59|9051|8801
123.03|8427|8177
120.78|9339|9175
120.23|8890|8687
111.17|6864|6730
14|989|1146
25.59|2304|2072
55.98|4026|3770
64.57|4740|4522
0.08|-84|-340
111.17|8702|8442
134.9|9281|9113
70.47|4912|4700
116.95|8332|8122
47.42|3029|2768
85.11|5645|5382
19.32|1371|1112
152.76|11312|11466
32.66|2905|2732
44.67|4930|4711
114.29|7199|7351
48.75|3395|3130
111.69|6982|6753
99.54|4901|5050
97.27|4778|4963
29.65|1795|1627
130.02|9994|9732
131.22|11065|10802
130.62|10496|10234
52|3963|3690
75.16|4909|5102
40.93|2367|2101
39.81|2698|2433
109.65|6444|6169
103.75|6883|6987
36.64|2244|2461
70.47|6549|6270
55.72|5270|5397
67.3|5689|5910
63.1|4836|4581
2.55|188|323
152.76|11046|10837
85.11|6992|6702
47.42|4900|5027
27.8|1574|1295
6.25|250|-26
46.13|3539|3292
78.7|6686|6414
98.17|5380|5107
58.61|3669|3375
89.95|8618|8327
38.55|3307|3056
87.1|5080|4794
103.75|6702|6787
69.82|5066|4778
89.95|8528|8236
72.11|4856|4577
23.44|3025|2787
95.06|7237|6958
253.51|24654|24369
172.19|12808|12524
85.11|6580|6344
70.79|5708|5407
51.29|4840|4553
102.33|7423|7127
59.16|4840|4556
22.8|2108|1879
126.47|8548|8662
153.46|14750|14442
71.45|6077|5769
159.96|7829|7992
23.23|2371|2097
67.92|6189|5930
58.34|3052|2737
203.24|16479|16160
62.23|3034|2716
72.78|4704|4403
42.66|3224|3352
41.88|2456|2181
26.79|2275|2358
44.06|4174|4281
33.88|3045|2724
85.51|6942|6630
62.52|4943|4628
21.28|1697|1411
78.7|5268|5299
73.79|4907|5092
65.46|5446|5147
108.14|8292|7963
70.79|5993|5971
138.04|8848|9025
73.11|5979|5682
58.88|4598|4673
65.77|4222|4315
65.46|5527|5199
96.38|6037|6066
121.9|9954|9613
59.43|5199|4859
83.56|5785|5436
44.87|2795|2484
120.23|8116|7766
52.97|3099|3153
23.33|1968|2024
107.15|5669|5320
101.39|6575|6559
19.77|2148|2205
102.8|5020|5161
13.3|710|403
111.17|6733|6717
81.28|5929|5990
123.03|9557|9208
68.55|4389|4317
124.17|10878|10528
123.03|9656|9306
153.46|10113|10220
73.11|6034|5698
40.18|2722|2363
102.33|6867|6850
37.67|3356|3005
57.28|4408|4486
83.56|4601|4647
53.7|3636|3287
46.77|3324|3372
38.9|4419|4498
89.54|6794|6432
73.11|5017|4668
90.78|5886|5523
46.99|4313|3964
64.57|4492|4576
57.81|4404|4487
77.62|5355|5258
43.85|4227|4311
92.04|6059|5693
51.05|4040|3684
10.76|1053|1123
75.86|4882|4803
61.38|4584|4659
81.66|5163|5158
85.51|4806|4437
57.02|4427|4518
68.55|5202|5205
50.82|3518|3593
56.23|4090|4165
52|4958|4589
82.04|6320|6508
72.78|5343|5321
72.44|4385|4460
57.02|3901|3976
27.16|2548|2179
59.43|3398|3473
139.32|10177|10250
49.89|3447|3480
13.55|765|851
133.66|9189|9179
87.1|5936|5860
49.66|3963|3591
146.55|10575|10546
58.88|4684|4676
85.9|4766|4836
50.35|3560|3604
124.74|7989|7904
92.9|5823|5756
63.68|5883|5762
88.72|5763|5642
8.95|691|768
64.27|4939|4871
28.31|2651|2657
72.78|5050|5010
80.91|6035|5913
72.11|5757|5675
43.05|4342|4416
57.81|5059|4999
33.42|3111|3124
63.97|4732|4727
71.78|4790|4842
23.66|2654|2266
6.58|295|-33
74.47|4973|4944
9.15|742|802
62.52|5583|5504
9.73|675|737
115.35|8302|8071
76.56|5781|5618
7.01|855|900
51.76|4384|4409
61.09|5193|5129
93.33|6288|6068
145.21|10790|10807
54.7|4902|4843
41.69|4025|4026
3.55|94|-263
91.62|7090|7071
85.9|5220|5151
124.17|9856|9713
68.23|5937|5753
76.56|5642|5512
62.81|3386|3382
78.34|5427|5278
140.6|6518|6322
68.23|4878|4464
62.81|6428|6231
38.37|2429|2056
123.59|8143|7921
49.43|3150|3134
37.15|3989|3599
71.12|5431|5272
109.65|7555|7374
106.66|9195|9237
54.2|4234|3825
48.31|3104|3085
44.26|4607|4208
67.61|5059|5058
87.1|5617|5285
1.08|15|-263
82.04|5050|5045
44.26|4809|4376
36.64|2260|2464
153.46|7522|7341
165.2|11157|10953
104.23|7445|7239
81.66|5966|5781
63.97|5559|5379
61.09|5677|5584
147.91|11494|11483
25.7|1854|1847
52.24|5142|5065
47.42|3361|2924
89.95|6239|5947
109.65|6103|5909
86.7|6320|6161
119.67|7441|7211
73.45|5407|5234
71.78|4380|4352
74.47|6100|5792
83.18|5964|5735
15.56|1066|630
71.78|5909|5673
29.24|1959|1954
96.83|5238|5007
75.51|5860|5621
130.62|9905|9701
0.48|51|-266
29.38|2498|2458
75.16|5713|5550
50.82|4893|4450
129.42|10342|9978
141.91|9058|8999
46.34|3496|3099
83.95|6475|6205
21.48|1830|1526
95.94|5977|5711
95.94|7754|7513
77.62|5753|5653
80.17|6866|6591
41.3|3807|3397
81.28|5923|5658
99.08|6714|6484
66.68|5006|4548
76.91|5694|5516
64.57|4737|4693
55.72|6993|6586
66.37|5737|5557
82.79|5061|5021
66.07|6484|6258
115.35|8615|8423
167.49|12053|12017
99.08|6143|5962
52|4206|4162
68.87|5583|5405
32.66|2969|2592
66.99|6012|5834
175.39|12221|12041
75.51|5591|5617
79.43|7319|6874
67.61|6289|6107
37.15|3022|2917
165.96|11443|11353
6.85|476|242
66.37|5477|5291
30.62|2327|2008
96.83|5719|5568
112.72|8317|8036
39.63|3396|3287
31.92|2886|2779
74.13|5995|6128
28.58|2796|2688
34.99|2405|2095
102.33|7000|6745
56.23|4271|4227
94.62|8289|8007
117.49|7905|7693
8.17|729|732
46.34|3261|3159
45.29|5790|5647
77.62|5959|5761
27.67|2921|2811
63.68|2925|2815
41.88|2527|2419
29.92|3160|3049
63.97|5664|5472
71.45|5663|5591
144.54|7154|6892
36.64|3130|3000
134.9|7734|7612
102.8|6397|6218
111.69|10222|9993
174.58|9418|9264
62.23|5217|5075
68.23|5650|5225
87.9|7107|6769
80.17|6080|5876
79.07|5629|5551
62.23|5378|5221
60.53|5678|5258
61.09|6023|5816
63.39|5759|5614
69.5|6018|5811
44.26|5261|5140
47.42|2861|2684
32.96|2091|2032
26.79|2602|2407
82.04|6191|5911
64.57|5585|5150
32.36|2722|2337
100|8690|8481
41.88|3195|2890
24.66|3437|3100
57.54|5877|5497
133.05|8609|8278
104.71|6719|6517
59.98|3140|2874
82.41|4750|4650
43.85|3345|2917
39.81|3113|2834
72.11|5583|5462
33.42|3207|2911
82.79|4731|4249
57.02|5070|4603
70.79|5488|5309
34.83|3506|3159
36.31|3245|2940
48.31|4343|4153
108.64|7073|6725
84.33|6129|6058
73.45|5793|5541
41.5|5810|5714
110.66|7769|7421
28.58|2216|1967
35.81|2757|2622
89.13|7004|6655
104.71|6764|6412
58.88|4425|3943
149.28|11230|11221
81.66|4650|4168
44.67|4977|4495
81.28|6179|6126
97.72|6134|5983
101.39|5892|5655
122.46|6548|6346
93.76|5977|5708
84.72|6068|5621
50.58|3100|2851
76.91|6426|6076
124.17|6019|5722
79.07|6685|6523
102.8|5522|5065
18.62|2417|2291
59.16|4904|4420
87.9|6215|5917
92.04|6146|6029
27.93|2834|2572
58.61|4188|3726
38.55|3003|2601
94.19|5945|5518
133.05|7059|6895
100.93|8372|8202
143.88|6726|6569
18.79|1662|1266
123.03|8391|8051
65.16|3112|3147
114.29|10106|9839
135.52|8388|8213
152.05|8514|8163
141.91|10115|9822
35.81|2911|2501
101.86|6346|6234
112.2|7106|6866
82.41|5648|5145
54.7|4312|4223
78.34|5638|5373
78.34|5843|5580
155.6|11055|10698
128.82|7550|7326
121.9|8170|8096
82.79|5941|5614
70.47|4622|4523
23.66|2768|2481
66.07|4354|4288
68.87|5013|4706
33.42|2771|2483
35.65|3002|3048
32.06|2704|2548
82.04|6362|6482
138.04|8330|8083
56.23|4339|4229
111.17|8484|8088
1.01|-17|-420
56.23|4403|3935
195.88|13646|13549
123.03|8360|8072
141.25|9384|8870
104.71|8992|8630
67.3|4889|4394
36.31|2603|2732
165.2|12748|12648
100.46|6161|5723
133.05|12816|12717
139.32|13108|13005
214.78|12367|12265
71.78|6038|5715
165.96|13086|12985
216.77|13194|13092
170.61|13021|12918
191.43|12268|12167
191.43|14479|14376
116.41|8738|8363
171.4|12491|12390
199.53|14529|14428
120.23|13570|13469
144.54|13747|13645
148.59|13429|13328
169.82|14386|14283
168.27|12922|12820
5.5|476|524
157.04|13875|13774
154.88|14025|13924
203.24|14545|14438
172.19|14497|14394
183.65|14752|14652
133.66|10689|10385
128.82|8218|7697
80.54|7120|6984
60.26|3964|3495
124.17|9305|8792
65.46|5148|4632
21.09|1758|1229
67.61|4942|4782
106.17|9145|8957
124.74|9716|9437
50.35|4620|4507
140.6|8514|8132
113.24|9101|8584
119.67|8719|8350
119.12|9294|9072
68.55|4787|4273
41.5|5019|4500
64.27|5538|5012
115.88|7233|7089
182.81|11927|11611
201.37|11042|10727
19.77|1583|1189
62.81|4784|4637
123.03|11942|11628
106.17|4945|4787
89.95|5711|5201
113.24|8725|8362
54.45|5209|5059
141.91|9124|8736
138.68|11242|10897
64.27|5275|5115
153.46|11116|10778
73.79|4741|4581
76.21|9375|9186
72.44|5264|4731
87.5|8930|8572
81.66|8874|8535
20.23|2658|2413
34.36|2390|1919
69.18|5609|5299
157.76|10852|10860
39.08|2774|2630
91.62|5223|4699
62.81|5503|4979
101.86|7703|7457
121.34|8928|8675
86.3|6291|5803
135.52|10095|10035
123.59|7690|7657
86.7|4936|4403
130.62|10098|9801
108.14|8820|8583
85.51|5967|5479
130.62|9633|9138
25.47|1920|1766
73.45|4432|4149
83.18|4991|4456
157.76|11154|10985
96.38|7982|7617
29.92|2235|2081
97.27|8349|7979
80.17|5056|4569
156.31|9131|8703
61.09|6374|5876
42.85|4245|3731
66.07|4860|4315
92.47|7708|7353
63.39|5179|4635
245.47|14345|13814
93.33|5010|5019
36.48|2681|2500
159.22|9184|8929
88.31|5086|4852
130.62|7623|7341
82.41|6640|6110
34.99|1657|1608
28.97|2680|2427
69.5|5040|5045
11.02|809|690
116.41|7696|7407
135.52|8821|8280
188.8|11076|10539
118.03|7280|6956
111.17|9111|8608
48.53|5624|5085
112.72|8919|8607
150.66|11084|11155
90.78|6880|6348
89.13|5547|4995
160.69|9798|9408
119.12|6828|6278
171.4|11617|11217
35.97|3009|2995
8.72|792|688
27.29|2480|2277
70.79|5177|4624
194.98|10119|9729
66.37|4242|3727
31.92|2599|2383
49.89|3462|3113
67.61|4884|4643
64.57|4716|4206
118.03|9312|8963
84.33|4997|4716
78.34|5335|5046
59.43|4996|4470
72.44|6052|5508
186.21|16312|15895
78.34|5531|5366
98.17|8063|7546
25.47|3538|3179
23.12|2732|2459
92.47|10315|9917
78.7|6178|5930
90.78|5969|5637
64.57|3930|3395
100.93|8593|8054
134.9|8668|8129
185.35|11101|10565
67.92|4888|4373
25.94|2631|2258
77.98|4614|4361
67.61|5537|5094
60.81|5244|4754
34.2|2550|2281
139.96|8636|8089
63.1|4913|4402
44.06|2941|2892
112.2|7772|7853
209.89|8629|8115
93.33|5591|5031
125.89|11645|11086
119.67|8765|8219
114.82|9778|9508
80.17|5579|5031
29.79|2921|2823
48.08|3729|3170
103.28|6184|5637
24.43|1895|1727
134.28|9088|8891
95.06|5492|5032
63.39|4391|4330
23.55|1862|1690
74.82|6595|6262
95.94|7437|6884
101.86|7264|6707
73.11|6068|5506
155.6|8300|8194
138.68|11682|11129
95.94|8623|8103
52.97|4984|4477
89.13|5833|5276
123.03|9313|8764
108.14|10133|9892
59.7|5018|4513
82.04|5510|5161
75.16|6142|5803
102.33|5508|5061
164.44|9583|9034
24.66|1360|801
100.46|7640|7079
41.88|2541|2255
42.27|2840|2393
28.84|2308|2000
58.08|2421|2104
106.17|8219|7922
63.68|5281|4892
58.88|5274|4881
31.33|2537|2223
35.48|2801|2664
17.62|1527|1127
172.98|9589|9039
19.41|1874|1477
106.17|9435|9153
77.27|4138|3614
34.99|2709|2310
52.24|4512|4213
1.96|81|-60
64.57|3872|3313
20.42|1877|1476
20.8|1795|1408
16.98|1827|1440
134.9|9741|9383
37.67|2527|2229
116.95|9229|8713
7.69|705|175
35.16|2573|2262
118.58|5829|5277
61.09|4970|4427
73.45|5615|5257
119.12|7871|7314
54.2|2892|2874
144.54|8443|8484
53.95|4511|4460
45.29|2847|2694
12.3|1356|837
145.88|10493|9932
172.98|10584|10023
38.73|2863|2848
36.81|2839|2826
34.83|2870|2715
47.64|2828|2365
95.5|7268|6869
88.31|5534|5165
52|4413|4103
61.94|4439|4142
92.47|5326|4924
19.5|1616|1533
139.32|7293|6940
57.54|5171|4683
131.22|8410|7855
133.05|10930|10376
23.44|1758|1330
30.48|1843|1430
115.88|8661|8313
66.37|4402|4075
107.65|8303|7751
115.35|7081|6519
85.9|5774|5251
115.35|8172|7616
139.96|8077|8142
21.68|1594|1412
14.19|1331|805
19.41|1605|1567
40.93|2858|2848
81.66|5334|4945
107.15|7167|6814
86.7|5383|4992
77.27|5327|4976
112.2|7846|7290
114.29|7825|7269
40.55|2655|2300
99.08|7527|6972
67.61|4329|4024
197.7|11230|11114
149.28|9062|8542
89.95|8625|8091
76.56|4446|3908
29.65|1641|1650
29.11|1634|1071
82.41|5210|4859
68.23|1672|1109
39.08|2886|2709
94.62|7091|6733
98.63|7716|7387
43.25|3429|3154
41.3|2757|2575
45.92|4458|3918
32.96|2546|2166
73.45|5446|5094
9.64|1409|867
65.46|4972|4460
58.34|5149|4591
79.43|5077|4808
54.95|4812|4443
93.33|8832|8286
54.2|3812|3254
65.77|5110|4551
10.57|891|698
99.54|7392|6982
90.78|4515|3962
109.14|9737|9210
8.02|672|501
73.79|5047|4547
134.28|8189|7836
41.11|2757|2352
38.9|2338|2475
109.65|6788|6735
90.78|6983|6421
118.03|6638|6279
89.54|6771|6213
69.5|4656|4118
82.41|6336|5773
109.65|7726|7349
43.45|4783|4240
140.6|9054|8490
24.32|2052|1491
101.86|7765|7276
35.81|2642|2269
109.65|8812|8248
89.95|6683|6121
119.67|9050|8760
55.46|4761|4699
135.52|10195|10328
42.66|3102|2540
102.33|8295|7730
36.31|2260|1716
69.18|7433|7009
54.2|3632|3275
108.64|7768|7202
69.5|5013|4567
103.75|6942|6386
96.38|8473|8129
96.38|7595|7181
24.43|3916|3354
120.23|8351|7998
143.88|7420|6855
79.07|5628|5202
186.21|11849|11331
172.19|12167|11601
24.32|2777|2331
145.21|10624|10061
69.18|4909|4362
156.31|7672|7106
26.55|2191|1646
52.48|3591|3237
20.99|2084|1844
59.7|4697|4160
76.56|5670|5282
181.13|8473|7935
122.46|8551|7987
101.86|8613|8323
144.54|11922|11878
17.38|1483|1120
114.82|7295|6737
104.71|7368|6802
114.82|8032|7670
151.36|11153|10595
157.76|11524|10966
13.87|1047|490
21.48|1395|829
40.74|3008|2458
77.62|5754|5191
25.12|1568|1002
51.52|4296|3730
43.45|2298|1986
48.53|4286|3911
51.76|3452|3087
147.91|9018|8609
106.17|9023|8619
101.39|7605|7060
97.72|7554|7001
89.54|7558|7060
34.51|2431|1879
30.76|3112|2606
44.87|3143|3148
104.23|8085|7524
84.72|7708|7155
2.24|35|-289
25.7|1773|1418
70.79|5381|4826
46.13|4562|4168
0.9|92|77
139.32|7511|6949
119.12|9495|8930
16.44|1287|956
105.68|7557|6995
83.18|6753|6194
74.47|5361|5193
172.98|13053|12488
143.88|7503|6965
56.23|5007|4460
95.06|7762|7221
109.14|8399|8046
68.23|5001|4486
91.62|6966|6804
125.89|9897|9731
42.46|3126|2739
89.54|7324|6760
34.83|2350|2097
45.29|3099|2689
55.46|5440|5272
50.58|4811|4296
31.77|2262|2251
69.5|6675|6114
119.67|8705|8282
29.38|2666|2209
41.5|2330|2081
112.72|9816|9252
69.5|3993|3643
136.14|10256|9692
111.17|7678|7114
165.96|10564|10486
77.27|5301|4747
155.6|10222|9659
80.17|7817|7266
117.49|6958|6416
80.17|8129|7578
79.8|7519|6968
137.4|9026|9096
80.17|8034|7483
79.8|7487|6936
79.8|7303|6752
80.54|8513|7962
31.48|2258|1966
128.82|11932|11380
49.2|3283|2880
37.15|3885|3395
124.74|7842|7988
47.64|3251|2851
90.78|5064|4545
139.96|8836|8286
73.79|4884|4365
107.15|6664|6106
145.21|9117|8696
123.59|8482|8186
17.95|1726|1242
108.64|7977|7610
119.12|8724|8173
44.26|2974|2777
52.72|1735|1486
42.85|2692|2434
141.25|5886|5337
113.24|7768|7206
92.04|7438|6886
31.77|2987|2498
107.15|7358|6800
8.2|1692|1470
104.71|7426|6868
81.28|7964|7412
79.8|4425|4352
64.27|5518|4958
68.87|5766|5219
20.14|1674|1396
115.35|9205|8837
28.71|1801|1525
130.62|8170|7618
25.7|2036|1756
24.55|1927|1647
24.21|1728|1429
123.59|8551|8297
125.89|9596|9285
105.68|5975|5414
102.33|8711|8386
31.48|2753|2200
164.44|8326|8018
15.56|1294|1030
109.14|7902|7348
110.15|7510|6947
78.7|5018|4496
74.82|7278|6717
124.74|7978|7416
111.17|8250|8209
28.18|2398|1842
59.16|4979|4460
87.1|6849|6309
12.08|1031|472
23.66|2199|1642
34.99|3633|3101
35.97|2423|1869
232.27|12297|11744
82.04|5844|5660
22.91|2561|2005
133.66|9984|9423
92.04|7725|7164
102.33|6843|6285
16.44|1191|943
64.86|2352|1796
130.02|8480|7929
73.79|6132|5571
9.59|1052|815
154.17|8716|8550
85.51|6018|5466
60.81|3356|2951
49.2|5053|4511
48.31|3249|3218
88.31|6564|6026
36.81|2562|2014
24.32|1823|1265
21.88|2325|1770
93.33|7467|6915
83.56|7749|7238
34.83|5109|4585
87.5|7927|7366
96.83|5543|4991
51.52|4101|3549
54.2|4192|3788
86.3|6705|6150
105.68|7974|7419
41.69|3649|3117
62.81|5064|4522
57.28|3640|3108
122.46|11131|10578
63.68|6268|5708
70.47|6460|5900
131.22|10637|10078
79.8|3659|3130
90.78|6348|5865
104.23|8957|8498
29.11|1660|1341
16.22|1896|1340
68.23|3926|3369
32.06|1634|1362
106.66|8785|8847
96.38|7782|7229
149.28|12300|11767
133.05|9790|9234
145.88|9925|9406
103.28|6516|5979
159.96|13387|12852
67.3|4702|4155
139.32|7311|6756
117.49|6628|6088
62.23|4264|3930
24.55|1641|1305
56.75|5080|4532
26.67|1568|1303
52.48|3648|3119
104.71|6268|5894
76.91|5027|4497
17.14|1601|1263
52.24|3930|3374
67.61|4881|4350
73.11|3925|4079
37.33|3912|3356
54.45|4492|3935
98.63|8588|8031
49.66|4819|4272
56.49|4895|4348
61.09|3492|3032
111.69|7200|6646
39.81|2827|2303
102.8|6527|5997
100.93|7253|6700
163.68|12160|11611
32.06|2831|2307
66.37|4887|4353
26.79|1571|1362
33.57|3796|3269
68.87|5105|4593
149.28|7071|6518
172.19|12971|12773
110.15|12197|11646
131.83|10377|9845
92.04|8306|7749
82.79|8207|7650
80.54|8801|8293
172.98|12364|11814
59.16|3699|3169
36.98|3672|3142
124.17|8626|8069
28.58|2253|1700
111.17|7797|7247
49.2|3752|3221
89.13|12277|11724
117.49|13428|12875
70.79|4332|3832
38.37|2752|2468
59.16|4299|3758
118.58|8929|8392
146.55|11037|10499
123.59|9072|8566
61.09|5112|4583
163.68|9123|8735
22.49|1586|1367
150.66|7745|7191
48.75|2649|2313
162.18|11758|11206
126.47|8487|8516
161.44|11534|10981
161.44|11156|10604
118.58|8198|7662
43.65|2805|2254
31.05|1487|1268
106.66|7843|7452
44.06|4364|3835
93.76|6188|5811
35.32|2340|1875
61.66|3993|3454
48.53|4344|3811
31.48|3940|3408
45.92|3693|3160
145.21|10443|9934
17.54|1665|1446
88.31|6410|6430
59.98|3110|2560
103.28|7419|6870
44.46|3724|3187
46.34|3403|2869
93.76|9211|8701
50.12|3204|2671
48.75|4564|4016
57.81|3763|3266
80.17|6261|5707
54.95|3925|3392
128.82|8265|7720
48.53|4478|3924
52.72|3842|3309
43.65|3563|3031
110.66|6213|5658
77.27|3951|3420
38.55|4378|3846
71.12|4086|3571
63.39|5117|4569
40.55|4157|3627
52.97|3929|3397
50.35|6178|5624
140.6|10526|10281
43.85|5260|4738
11.91|594|62
130.02|8050|7507
109.14|6151|5599
92.47|7136|6698
141.91|8044|7504
80.17|5088|4566
115.88|8730|8177
86.3|5993|5441
39.99|4031|3492
53.21|4041|3501
47.42|3904|3371
174.58|12597|12044
168.27|11302|10757
68.23|4115|3573
152.76|9966|9413
30.62|1664|1448
189.67|14279|13731
187.07|12326|11778
188.8|13768|13221
185.35|10644|10097
187.07|12524|11976
188.8|13602|13054
187.93|12932|12384
119.12|9825|9283
169.04|12567|12019
169.04|12658|12114
169.82|13265|12721
17.14|2830|2328
169.82|12898|12355
65.77|5272|4720
170.61|13575|13031
119.12|7734|7333
100.93|10388|9858
59.43|4071|3528
59.16|5186|4639
153.46|10041|9516
97.27|8450|8104
156.31|12640|12099
41.5|2942|2536
2.2|76|-223
60.53|5486|4940
37.33|3937|3399
49.2|3675|3123
140.6|5914|5363
77.98|6268|5738
78.7|4272|3728
47.42|4199|3660
124.74|9483|8940
167.49|11550|11023
85.9|5394|4848
48.75|3769|3218
45.08|3680|3154
44.67|3682|3131
1.21|-7|-550
57.28|5288|4775
98.63|5514|4966
38.02|4818|4306
114.29|7319|6992
84.33|5425|4881
130.62|9383|8834
75.51|5678|5148
84.33|4389|3846
35.65|2884|2336
141.91|10748|10483
42.27|5696|5149
44.87|5389|4845
64.86|5309|4765
107.65|8196|7835
81.28|7269|6721
53.95|5348|4806
14.32|2402|1916
24.43|1897|1793
38.37|3099|2911
79.8|5998|5451
34.51|3920|3372
81.66|5944|5397
79.43|6813|6273
52.24|5348|4864
38.9|4018|3472
54.7|5032|4519
60.53|4377|3838
41.5|2329|1852
23.88|3225|2677
63.1|5284|4801
146.55|9162|8615
135.52|6890|6348
27.29|1660|1117
85.11|6325|5790
79.8|5382|4861
41.3|2380|1835
60.53|5180|4638
9.38|680|431
130.62|9057|8511
28.44|1552|1311
30.2|1601|1227
45.08|4139|3603
33.88|2789|2247
156.31|8701|8155
130.02|9398|9027
101.39|10163|9618
42.66|2788|2626
64.57|5014|4473
86.3|5413|4892
119.12|9449|8904
153.46|9495|8950
128.23|10978|10434
68.87|6309|5798
130.02|9453|8909
124.17|9228|8684
128.82|9704|9160
76.56|9726|9181
147.91|8692|8148
116.95|9471|8926
20.42|2122|1658
31.77|1943|1514
74.13|5156|4777
72.44|5805|5292
101.39|7809|7265
115.35|9084|8560
45.5|3221|3061
119.67|10120|9577
157.04|8889|8345
115.35|9597|9053
118.58|8868|8324
141.25|6963|6421
120.78|11902|11359
84.33|6864|6513
113.76|8343|8019
119.67|10170|9627
236.59|12071|11527
138.68|9603|9060
67.3|6414|5908
119.12|9789|9247
116.95|7606|7064
128.82|10053|10063
107.15|7637|7095
103.75|7197|6664
4.37|277|-16
165.96|12511|12256
139.32|8992|8452
13.55|944|403
21.68|2219|1756
177.83|10895|10375
20.32|1859|1337
177.01|12423|11903
109.14|11713|11203
49.43|5575|5035
179.47|12304|11784
174.58|10170|9796
111.69|7896|7356
46.13|4426|3900
123.59|8424|8102
25.82|3063|2561
82.41|7414|7005
87.1|8815|8492
103.28|8452|8130
58.34|5062|4528
100.46|8978|8656
106.17|9231|8692
128.23|8411|8089
120.78|8254|7932
110.15|8511|8189
121.9|8330|8010
130.02|8157|7837
124.74|9490|8951
124.74|8672|8352
135.52|9782|9676
154.88|8238|7918
137.4|10601|10281
168.27|7966|7646
118.58|8917|8597
115.35|9050|8554
134.28|10262|9941
108.14|8976|8656
109.65|8229|7909
99.08|8019|7488
68.55|5833|5453
123.03|11724|11186
65.77|5476|4940
38.19|5331|4795
71.45|5465|4969
146.55|10543|10013
90.78|7748|7211
188.8|12550|12022
119.67|8405|7868
109.14|7667|7130
91.62|8827|8291
91.62|9246|8710
95.06|8234|7745
89.54|6014|5522
131.83|10147|9610
91.2|8597|8061
101.39|8297|7980
111.17|8840|8521
64.86|5453|4957
141.91|9468|8933
116.41|8319|7783
126.47|8877|8558
7.01|515|404
55.21|5711|5199
86.7|8792|8481
139.32|9038|8730
111.69|8687|8376
147.91|11282|10896
288.4|21616|21098
100.93|8144|7609
95.06|5452|4935
92.9|6538|6019
66.37|5370|4859
136.14|8159|7625
87.9|5541|5031
124.74|11238|10849
63.97|5581|5172
49.89|3960|3612
148.59|10942|10418
132.43|8069|7538
42.66|5076|4546
67.3|4099|4065
177.83|11961|11455
99.54|7127|6595
83.18|6804|6321
133.66|9252|8720
52.97|1775|1933
116.41|8097|7564
129.42|8075|7543
128.82|11020|10498
30.34|2579|2094
62.52|5387|4873
175.39|10736|10208
179.47|11392|10883
47.42|4896|4366
124.74|8878|8570
3.58|227|-52
125.31|8263|7732
